,Recursive RLS Sampling,Uniform Sampling,Column Norm Sampling
52,0.20278415359241722,0.23069252413092978,0.18258155295947553
53,0.1892051964732262,0.2541251483826976,0.1793889272990807
54,0.17247315556291445,0.2100120352055317,0.18353027836674676
55,0.19479162598920746,0.2270340634977754,0.18498456221247217
56,0.187757396437624,0.2319411662536211,0.1897895719443179
57,0.19599857674333868,0.2071949683955693,0.18600423536574318
58,0.19604104686954146,0.234676335390783,0.18556025944488053
59,0.17882885219176126,0.20709917203401648,0.18627286057761466
60,0.1649899426665684,0.20496392307283398,0.16864373155275644
61,0.17471418295990065,0.1908695023090339,0.16406448405605203
62,0.17661668131594688,0.19909765596990578,0.169192736454479
63,0.17191375443271928,0.20055689708870958,0.16828891272116367
64,0.16586870926476593,0.20131636628615118,0.1511953455190252
65,0.18335450428880298,0.18804536034069383,0.17135584370376372
66,0.16798760079356226,0.18562432432757484,0.1646788795266715
67,0.15449229188384944,0.19659629370326295,0.1611447289600595
68,0.16774191980977476,0.20280106408881166,0.15701911318647474
69,0.16150460239800585,0.1833495986151281,0.15287599433873456
70,0.14387813047476344,0.19400794355024178,0.1515086588774207
71,0.1482638978449224,0.18172316716842501,0.14774517660840344
72,0.16024964542174955,0.18825624344957825,0.1541673455454332
73,0.1487292004952597,0.18161223632987303,0.1538174512570267
74,0.14243987667846425,0.1879347292583229,0.1467894410825188
75,0.14816934248680036,0.17600505675208733,0.1444467722272092
76,0.14656226170590503,0.1706695745022769,0.13809805645716483
77,0.14693736206109229,0.16520464277393637,0.14772584815873832
78,0.13751207953662892,0.15796411681176709,0.14051431062165137
79,0.14026810052901958,0.15229075810423987,0.13230838618466093
80,0.1358351042594854,0.165353037457059,0.14531781223491855
81,0.12596187863697045,0.15129251836547622,0.13825334595850133
82,0.13282762588567323,0.16052761146727446,0.1373233298947394
83,0.13466645546578618,0.16032082844851117,0.12147184523254154
84,0.13743655116194956,0.15406628870076886,0.13946658989478192
85,0.12501449976360712,0.1443415816801679,0.14130061895532756
86,0.12979176984864307,0.16639911339688973,0.12824661202623788
87,0.12583793223253883,0.14149963191257012,0.1270386628571775
88,0.12700825553365738,0.15409064049662127,0.12192727410272271
89,0.11493010698378534,0.160113234188637,0.12363515644996985
90,0.12015455361874577,0.146285239177862,0.11988604314635365
91,0.12610804766380468,0.13705989882439873,0.11932409471132956
92,0.11646219445440924,0.14838036752079178,0.11814089277524209
93,0.11184313787244188,0.1496962547617618,0.11641387536959091
94,0.11606404308052565,0.13257819555806277,0.11708453241393382
95,0.1180192038185686,0.14440518593933457,0.10637199638970177
96,0.1120324669971749,0.13807804861767276,0.11016953905623479
97,0.11316629077093367,0.14509540149689723,0.12292042427373241
98,0.10913830054563,0.1394640824440778,0.10828185202252714
99,0.10792965328553049,0.13664919528242153,0.11259021113740329
100,0.11184127292326104,0.1285232148379449,0.10560241341089535
101,0.103759853088517,0.14094324371375722,0.11339520989900091
102,0.0993250554110555,0.1346021090582184,0.10303943146703268
103,0.10743708396360346,0.13322704300752092,0.10942365827130421
104,0.09727906483543583,0.11759009842379893,0.10422137746749942
105,0.09705530388725704,0.12796574342456876,0.10466881708079853
106,0.10199050664945825,0.14378813758310144,0.10397748833593015
107,0.0983120394986109,0.12970075253756133,0.10110397449836092
108,0.09417587179491406,0.12597316382646145,0.09808114387346151
109,0.09218622517716529,0.12690313292901637,0.0959208217984028
110,0.08912966378105837,0.12350437858369062,0.10837453200903747
111,0.08974796626713324,0.11851192849512293,0.09540028937863707
112,0.09380166481702885,0.12161529209534723,0.09280866790163556
113,0.09805344358599953,0.12099990335340373,0.09503882962321276
114,0.09568306201593174,0.12049087299503707,0.10022836307363071
115,0.08979637832502681,0.10896390331162074,0.08758645519558926
116,0.09612642156509764,0.12307770536297448,0.09231050575581752
117,0.08622359034639791,0.10462787790465361,0.08771312415057884
118,0.08650948875911202,0.1175331987753777,0.09103167992347796
119,0.08061469201450824,0.10097449714036806,0.08877191917960828
120,0.08572358228458166,0.1073910138613203,0.07991748932829533
121,0.07871588344814207,0.10940818283046426,0.08915514443070957
122,0.08160492736860529,0.10696087191973733,0.08665411984884218
123,0.08075999547454624,0.10253712947725264,0.0833903492035155
124,0.0855153558913109,0.11066548006157792,0.0780388189063336
125,0.07905086778382518,0.11820832093486455,0.07732420929896644
126,0.08210085316790357,0.11438420657970359,0.0777685334432741
127,0.07676398086319355,0.1045329457421126,0.07499061735512443
128,0.07730137695617212,0.09702568081725559,0.08824038530489857
129,0.08060220600824305,0.1028361785884043,0.07747202453324259
130,0.07239791776252957,0.10638751484919642,0.08031047102440973
131,0.07609655233527525,0.09530127014976024,0.07562294102494563
132,0.07324930140863596,0.10145237758975963,0.07273463034291273
133,0.06523459100736749,0.09698196583700171,0.07949438623800138
134,0.07123695284163864,0.10078163602494358,0.0727895672816979
135,0.07137769908831483,0.09303994755386677,0.07253503095660618
136,0.06991750616716418,0.09673235917918496,0.07355849732603126
137,0.07126718634863397,0.09468659430931513,0.07097128816601343
138,0.0688162171715858,0.08142182657554287,0.06954947966777679
139,0.07467713065972721,0.08178501775088268,0.06688519845778117
140,0.06682432393641725,0.0965343155700576,0.06600735098413392
141,0.06822755897147191,0.09405163295003514,0.06677771779863993
142,0.07161463562274975,0.08239837247766771,0.07030824107451825
143,0.06317831667776451,0.0912447320370304,0.06523828780422496
144,0.05919221256192944,0.0881946640120705,0.06062862352183013
145,0.07060163872823265,0.08855877789325202,0.06281529792648075
146,0.0628063916041745,0.07627597220940685,0.06277624086351433
147,0.06136731475251775,0.08294630741069826,0.05846821862513566
148,0.05624395273491848,0.07590374867075082,0.06316789275797223
149,0.05979778116327304,0.07919743642789914,0.059297017189434864
150,0.05790081839967774,0.077382505316765,0.05683506286111812
151,0.06305245745459068,0.073377022812586,0.06319820121102793
152,0.06043732030970427,0.06828142128164852,0.05637335494569398
153,0.055267979788081456,0.07272417588936134,0.06437516443365175
154,0.05239537032568732,0.07126453784948923,0.05547899285769367
155,0.06316041680349266,0.06603988199613778,0.057804171302128574
156,0.060612480698313445,0.08091921995311951,0.06100246619124112
157,0.05500161950145172,0.07209644041714668,0.05492615586288989
158,0.0520858586721576,0.07491921711977916,0.06023481157461778
159,0.04846497483680716,0.06293909457697267,0.05410702991277726
160,0.05287890016338016,0.07505969251734529,0.04999844937682913
161,0.051661591262278456,0.07728672350699681,0.054921518320149666
162,0.05247947711647258,0.07275393930324384,0.0537692901581998
163,0.05534076652965778,0.06922743454984484,0.05011218179787399
164,0.052422594961620335,0.06624777787055655,0.051665626112520534
165,0.046143613897830026,0.0701301987267663,0.046838769964702036
166,0.04482802109082867,0.07079531222390449,0.04939489409308197
167,0.04617946386987825,0.06556885162262399,0.045267828266164975
168,0.04409651746228932,0.06982347851493158,0.045468651283767036
169,0.045142337464979566,0.06009336099055513,0.04400079084234759
170,0.04568855421163843,0.05592684014901796,0.045393755384056204
171,0.041749182005503545,0.05998562593359116,0.044589468495614085
172,0.05137617009502901,0.06153672478434882,0.04701377049230376
173,0.0440592981754019,0.061108965126753616,0.045612290056067754
174,0.05942742131362951,0.05471039715961811,0.04107480779717185
175,0.0472188512634308,0.05612384097525626,0.04246287137023853
176,0.057884987444852966,0.05729303808055689,0.04123709348513127
177,0.043314886837444624,0.05247185967479229,0.042400593875269364
178,0.038372527014906475,0.05472922131447355,0.04152943264035098
179,0.046583324641852934,0.060081253363525294,0.04008018283441188
180,0.0392072221611277,0.05510244941273952,0.03729288518134883
