,Recursive RLS Sampling,Uniform Sampling,Column Norm Sampling
2,0.014175852488224745,0.013175060605825389,0.012538582773713978
3,0.011942470323139711,0.010390046024267156,0.015702100753141403
4,0.009960405981696452,0.012549167000622332,0.012153145985565167
5,0.010012179941032645,0.010607593393237205,0.010099849525234834
6,0.010226293505642338,0.00838341049126888,0.009127773065896912
7,0.00878996767136177,0.008348579330633508,0.009153750969546954
8,0.008598054010268297,0.00807852114073932,0.008271327798919497
9,0.008912054622451449,0.009474919918093273,0.008244546380900969
10,0.007753185917761061,0.00800094234527794,0.0074569203120084665
11,0.007770460569944814,0.007595845368388671,0.00664487369868972
12,0.007313673078727739,0.007804241603849248,0.007837322003636649
13,0.007942168860951221,0.007702962867723687,0.006872357444195202
14,0.007190253497987141,0.008094201170055916,0.007024352215569412
15,0.007150519224204471,0.00732251097035517,0.007678711006249781
16,0.006947273015044363,0.007502582506467329,0.006992443570166104
17,0.007009787372481372,0.006543631678482666,0.006421572545850928
18,0.0062589376372731475,0.0071452711924222005,0.006148932522381777
19,0.006350361745520782,0.006313052814415204,0.0061316234149995695
20,0.0056387332931044235,0.006884101750500116,0.006280223467357534
21,0.006330834300410743,0.0063175892213128085,0.006286495348789621
22,0.0058951815538438165,0.0064611570544297215,0.006605301947202437
23,0.005986431233520719,0.005934550456952133,0.005701292300023356
24,0.006138823876068468,0.005849400590732097,0.005611943907804326
25,0.005517273366761887,0.006113095366997916,0.005942886966522162
26,0.005580958914652068,0.005690096862311141,0.005713664728142225
27,0.005614978219145569,0.005525139929131229,0.00535760869534459
28,0.005130299617210175,0.0056700771597143745,0.00543075940758104
29,0.005334342962872275,0.005284740248129345,0.005369083307378237
30,0.0052708436754929176,0.005438933196383774,0.00545693188304554
31,0.0053727606581658195,0.00542603751363353,0.00503302531319509
32,0.005419680750005546,0.00549267242728601,0.004706155850529278
33,0.004965721012067594,0.005331086025476569,0.005184392787511209
34,0.005063126979182946,0.005111236364114566,0.004860800733307154
35,0.004664811149722162,0.005045944625585215,0.004770663161564894
36,0.004567776027052337,0.005155487671866076,0.004818317673020331
37,0.004926892953117907,0.005009245186154069,0.0047207403992199715
38,0.004541140339265782,0.0050698227452897135,0.0048343927075862455
39,0.004810981792752531,0.00468935093805933,0.004776282387368355
40,0.0041329002334049725,0.0047248179921951855,0.004647367306394404
41,0.004391974232181308,0.004596177364985357,0.004538199952791155
42,0.004067649031769341,0.004528820424969682,0.004454122193573707
43,0.004257068735713191,0.004478890764301863,0.004180581006163005
44,0.0045039804901017624,0.004442237180539953,0.004173861723844432
45,0.004146227715329613,0.004479305170359854,0.004134782507722688
46,0.003985881977587914,0.004070551304733127,0.00437172413296756
47,0.003914195629639411,0.004269120535831092,0.003985117900801618
48,0.004184301584882516,0.004449586360211926,0.004231943771248
49,0.0038136143705955155,0.004291898146804143,0.0040423326740996485
50,0.0038905815346201257,0.004373674725959788,0.004029179192813664
51,0.0035543397134849795,0.004368766449931884,0.0038840129772980867
52,0.003668014328297099,0.003961924759226928,0.0039171086880743985
53,0.0032406237360781613,0.004294059927859394,0.0036035289957137037
54,0.003678632486642992,0.003983765969385934,0.003335746099587118
55,0.0035299684770137953,0.0038865539548297687,0.003938217402104762
56,0.0034919182970403017,0.0038084227705379764,0.003248655325621592
57,0.0031533461481500235,0.003663407335826868,0.003249313257822666
58,0.003306643754529013,0.0037556362285220755,0.0036337003077458164
59,0.003430557622968879,0.003862729539869792,0.003320633005832369
60,0.003508155382227259,0.003878086355988215,0.0034436250509059644
61,0.0033020337124022594,0.0036645864993113146,0.0036315007825502873
62,0.0033841404857979773,0.0036119428733832285,0.0032961422898494567
63,0.0031442267586966797,0.003622790847331599,0.0030757699563894463
64,0.0031268491321400716,0.0034566761746585854,0.003090726035427158
65,0.002793113087585263,0.0034037264846749726,0.003098767633646151
